case_id,avg_disagreement_std
exp4_e9eba60d9edc4d8a,1.4703331481815511
exp4_cbdb515ea6b51b47,1.3805418108880214
exp4_78dfd1648ed95148,1.1356604353444137
exp4_b168d0ab73784973,1.096437758903931
exp4_f75792557c566daf,1.0438242960372845
exp4_b60690c60417e4de,1.025238742625572
exp4_d3748ef854fdb49f,0.9989286273905194
exp4_3e006f8c0e7512b1,0.9958447472857977
exp4_3c34585b1d65d81e,0.9885051952094857
exp4_ea764fae63b129dc,0.9652568759054458
exp4_2a3f635ae972c4ad,0.9594563023239697
exp4_03f9ac9f3ab42b8b,0.9476769928507914
exp4_c697ae24ec5760fd,0.9457926527847942
exp4_27ff1641b5ef1b1a,0.9374018240197113
exp4_0c57055995cafaca,0.9329001083841019
exp4_60730b2d1280bac2,0.9174038786279681
exp4_20242fe53fbadae4,0.9161149971549811
exp4_98c1b4de308b5917,0.8985212206458887
exp4_b352dc7c29edc22c,0.8934399633757436
exp4_cae54143c3307788,0.886689455773607
exp4_e7770b140359bd75,0.8530177042885335
exp4_003259ff27515980,0.817446280240973
exp4_5d87ea599e9e4677,0.7863974507207592
exp4_da03a9f284de692d,0.7856742013183862
exp4_4f96f4d65555df8d,0.7825327468581798
exp4_10ccf6bdc14f2a99,0.7803086062429887
exp4_651e27fdf46656c5,0.7670404543970394
exp4_f567ef56c34dada8,0.7632263669950037
exp4_778d3be3c54f91e6,0.762781857038891
exp4_c523b5e4b177b22e,0.7581629988285304
exp4_75520768088e5528,0.7436582964836431
exp4_e759e990528304a2,0.7407785326716213
exp4_45af74f0fdcedd43,0.7331299067206203
exp4_3118a0f719dfdef8,0.7305357712328143
exp4_5a283f4d6f1cf5e1,0.7230516518632338
exp4_b11abd9ec480a4aa,0.7190295746144895
exp4_959ed027a5ab7370,0.6960507947257676
exp4_44c1e011120b2dd5,0.6847841085708841
exp4_445567f442799a48,0.6761150239525058
exp4_e475cad54cb8d814,0.6734350297014738
exp4_4e230a6771152fb2,0.6649616295020692
exp4_fbb0082b6f2ae806,0.6622111125397826
exp4_28188c86ac4bdfad,0.6615137521853625
exp4_c3a6d29157145c8e,0.6542104889217646
exp4_50e3b33d6c3d012f,0.652867557543636
exp4_d8a899ad70b4c53f,0.6509871953780914
exp4_05cbef61c778f3fb,0.6501370037959715
exp4_a857fae38ad2e004,0.6400068568818776
exp4_636acbcad2a09395,0.6396065088539048
exp4_6af7798c2cb4bb08,0.638635070168901
exp4_b2fb50fe3096e9d2,0.6305075970427311
exp4_aa0d2427f637293a,0.6259046313789935
exp4_07f7eab6526a79eb,0.6210390220295781
exp4_1a9c16ecde743d5e,0.6132749071025458
exp4_19b944710e090900,0.6126918360215919
exp4_8569f49081305637,0.6112590440744283
exp4_f3f9095af5de8830,0.6060915267313264
exp4_196e6ce035ebf3e3,0.604072351691922
exp4_084580efd1317ebc,0.603324397110127
exp4_92efc0d56dccca0f,0.6027418347867156
exp4_2a63737c16fa6edb,0.5900765843871357
exp4_c948b5be78abf92f,0.5836436924079439
exp4_778dd7d6e1653158,0.5828250646471229
exp4_052659e044864140,0.5790388464546076
exp4_9a991f3bd7709007,0.574300433573475
exp4_56b2fc0abd88017e,0.5638356374975005
exp4_c715759299b480a0,0.5637896259369003
exp4_4440b587017f192b,0.5624453412370546
exp4_eec93395cc3f8408,0.5611958580845615
exp4_9294bc72ae3aeda0,0.5557726436736913
exp4_bb289ffc9c031dd6,0.5545958192381593
exp4_ec3d891e0d43658f,0.5499719409228703
exp4_e23de818fd8f8613,0.5499719409228703
exp4_25c0ece7cf9b15de,0.5498394273583292
exp4_902d690264149a09,0.5493499144677185
exp4_ba8a2c4ca53c1a08,0.5426375195806278
exp4_084efba639afd972,0.5238888900578941
exp4_7e9b6f55ee9b538e,0.5229305462560934
exp4_a6075392942e36b2,0.5208508260484322
exp4_dc46675654a709a2,0.5163001894377965
exp4_7334ccb1f9958dda,0.5139753572828973
exp4_aa1ea16859fa26f1,0.5056765545030492
exp4_6d6ef32df0477323,0.5054004347716743
exp4_d47138a03cd221ff,0.5050762722761054
exp4_d793ddda2393ae14,0.49385235511441417
exp4_c71f9ed1b1a0812a,0.49385235511441417
exp4_103d89f1e4cb72f6,0.4800974186026221
exp4_c26cdb8b9ce06ff8,0.47438550066159824
exp4_f4658b35cc204bfb,0.4714045207910317
exp4_79966d2bb70844bf,0.46960994491075736
exp4_8fce321dd80c84b7,0.46538832205228736
exp4_89e4fe58e0303d60,0.4637339354101613
exp4_1de08b8c2918a436,0.4633759908842935
exp4_dc2b678dea61424b,0.46018060362934043
exp4_e354d1466bc2ce9c,0.46018060362934043
exp4_31247e881a13bce1,0.45936872794815115
exp4_0997a6b55f4ecd12,0.4554434658314938
exp4_c04339897f75190f,0.45253495677380673
exp4_e594d44f0a99f099,0.4489566864676492
exp4_64b60f2ab98bce43,0.44640363930353655
exp4_326c5e1bf0274243,0.4319556872034939
exp4_be3a619c28fb15c4,0.4244238870296312
exp4_0f6578287491844e,0.41833947443749314
exp4_f18f76706d7aa678,0.4040610178208842
exp4_a5e759675f7b81c4,0.39606903797704823
exp4_cd6abd1a9433542b,0.3928371006591931
exp4_d3d663bc47eb8d69,0.3928371006591931
exp4_a6bb167d1c81d8a5,0.38041243462347024
exp4_5169d5420efbc3da,0.3759395134877122
exp4_1759e90b50c033fd,0.37095225427258643
exp4_28cfcd5501fa69b2,0.36792268310865867
exp4_4e9045d4d8fa6e21,0.3600787240595424
exp4_e4a3c652adf1d046,0.35916534917411935
exp4_c6d96339976f5220,0.35708208969576866
exp4_9ee15210bf45996e,0.34912640871454326
exp4_7982d390c3e51c7d,0.34457840539783613
exp4_1c525ff1deb5c1a6,0.33874065886560023
exp4_4deccedcca9c7800,0.33106258143546724
exp4_4838b07b3f340d51,0.329914439536929
exp4_6496b69e203cf5db,0.3296893393003698
exp4_afad86e31d6d5cf6,0.32279884734216796
exp4_3830b6d4d8e8784b,0.3223959925116772
exp4_ba96b41ceb2e14cb,0.3169286886850604
