instance_id,quadrant,prediction_correct,metric_cost,metric_sparsity,metric_fidelity,metric_faithfulness_gap,metric_domain_precision,metric_domain_recall,metric_stability
2090,TP,True,179.62950002402067,0.09259259259259259,0.9912492135077343,0.9608107209205627,1.0,0.5,0.9951436545842278
3696,TP,True,188.25799995101988,0.09259259259259259,0.8056963658515675,0.6155314445495605,1.0,0.5,0.5173368375604118
2751,TP,True,199.84339992515743,0.09259259259259259,0.7960190358745544,0.5761171579360962,1.0,0.5,0.4964246144962104
4687,TP,True,194.2168001551181,0.09259259259259259,0.8964916643106509,0.9085183143615723,0.8,0.16666666666666666,0.2622450895170912
3440,TP,True,196.28240005113184,0.09259259259259259,0.8228191248458624,0.9295108914375305,1.0,0.5,0.21230746470076184
3216,TP,True,201.73670002259314,0.09259259259259259,0.8167311556321194,0.6678576469421387,0.8,0.5,0.5571671358522001
5135,TP,True,197.44129991158843,0.09259259259259259,0.9418801433611745,0.7791903018951416,1.0,0.5,0.33058671409485496
8566,TP,True,194.9246998410672,0.09259259259259259,0.7619583885668791,0.7487781643867493,1.0,0.6666666666666666,0.5932171437229417
6573,TP,True,189.16240008547902,0.09259259259259259,0.8311778983957173,0.5452699661254883,1.0,0.5,0.42266734927599886
8212,TP,True,206.91740000620484,0.09259259259259259,0.9963009830673081,0.9775993227958679,0.8,0.3333333333333333,0.9994077946498603
7307,TP,True,199.53530002385378,0.09259259259259259,0.977859932926197,0.9638195037841797,1.0,0.5,0.49143264412688936
5623,TP,True,197.72649998776615,0.09259259259259259,0.8438412363310229,0.4851113259792328,1.0,0.6666666666666666,0.42755759367606283
7901,TP,True,197.00199994258583,0.09259259259259259,0.9895548262507594,0.9500716328620911,1.0,0.5,0.9991377715460757
7723,TP,True,196.36010006070137,0.09259259259259259,0.9861467595006114,0.9678155779838562,1.0,0.5,0.9863104003618954
7425,TP,True,193.35610000416636,0.09259259259259259,0.894303917920167,0.8262591361999512,1.0,0.5,0.4475122737806851
9478,TP,True,199.16440011002123,0.09259259259259259,0.9901493453664553,0.9748527407646179,1.0,0.5,0.5826823740376302
1395,TP,True,199.27300000563264,0.09259259259259259,0.8173207234298234,0.6333998441696167,1.0,0.6666666666666666,0.40343341687631196
8950,TP,True,190.24230004288256,0.09259259259259259,0.8390215236892653,0.5633989572525024,1.0,0.5,0.28646085182962183
7623,TP,True,196.2969999294728,0.09259259259259259,0.8545738535533739,0.6480832099914551,1.0,0.5,0.22529212295417297
7029,TP,True,199.36139998026192,0.09259259259259259,0.9017504037498465,0.4519464373588562,1.0,0.6666666666666666,0.5975578063345941
8392,TP,True,205.15880011953413,0.09259259259259259,0.7946367576562228,0.5643021464347839,1.0,0.6666666666666666,0.3946114201851742
9300,TP,True,197.05620012246072,0.09259259259259259,0.804871048845805,0.5633566975593567,1.0,0.6666666666666666,0.48667374051152373
8100,TP,True,196.68240007013083,0.09259259259259259,0.8178491211344323,0.6393905878067017,1.0,0.5,0.5149448117126108
473,TP,True,197.04920006915927,0.09259259259259259,0.8039717931164962,0.7282701134681702,0.8,0.5,0.39829376707824093
8140,TP,True,193.9989998936653,0.09259259259259259,0.8552211288018285,0.9160102009773254,1.0,0.5,0.48878791948808387
9683,TN,True,197.15619995258749,0.09259259259259259,0.9540200424535227,0.02346564456820488,1.0,0.5,0.6659547275278606
3580,TN,True,195.50710008479655,0.09259259259259259,0.26365704617806507,0.011974018067121506,1.0,0.3333333333333333,0.9486826066430709
8009,TN,True,200.48010000027716,0.09259259259259259,0.3097410073266432,0.02059062570333481,1.0,0.5,0.929492250404824
2124,TN,True,198.28969985246658,0.09259259259259259,0.6636320194644458,0.013196811079978943,0.8,0.3333333333333333,0.9731799938165322
7102,TN,True,199.68890002928674,0.09259259259259259,0.5406987243926731,0.01545711699873209,0.8,0.3333333333333333,0.9867518342064631
8094,TN,True,205.69920004345477,0.09259259259259259,0.18188207089426137,0.004906397312879562,1.0,0.3333333333333333,0.9669552492805938
4731,TN,True,203.91170005314052,0.09259259259259259,0.26159950771433177,0.014631407335400581,1.0,0.3333333333333333,0.9473103374579368
8254,TN,True,197.011899901554,0.09259259259259259,0.9220977766600379,0.007480774074792862,1.0,0.5,0.8161111593369542
3181,TN,True,213.76660000532866,0.09259259259259259,0.39634777388288334,0.0010632742196321487,1.0,0.3333333333333333,0.9467414470688166
33,TN,True,196.65040005929768,0.09259259259259259,0.6910484338395055,0.019160792231559753,1.0,0.5,0.9419543102877411
4352,TN,True,200.96709998324513,0.09259259259259259,0.40751644373295365,0.13397200405597687,1.0,0.5,0.9071096132722792
4599,TN,True,201.1353000998497,0.09259259259259259,0.9579996029789509,0.035114437341690063,1.0,0.5,0.7192333712900323
6591,TN,True,197.67630007117987,0.09259259259259259,0.7111397747522779,0.0218456219881773,1.0,0.5,0.9593088884867118
5993,TN,True,207.24450005218387,0.09259259259259259,0.9583092235740377,0.08541072905063629,1.0,0.5,0.671515833392102
8244,TN,True,203.9866999257356,0.09259259259259259,0.8455253138415604,0.38059094548225403,1.0,0.5,0.5432165168103553
3469,TN,True,205.72740002535284,0.09259259259259259,0.8290131011728273,0.22326146066188812,1.0,0.5,0.8612698521436803
8839,TN,True,189.81629982590675,0.09259259259259259,0.5811399465057276,0.021768754348158836,1.0,0.5,0.9192945391908719
7023,TN,True,198.9417001605034,0.09259259259259259,0.37719849137223715,0.05838368833065033,1.0,0.3333333333333333,0.9506050325172486
9111,TN,True,194.4508000742644,0.09259259259259259,0.8616070171318838,0.41813570261001587,1.0,0.5,0.37049298924370483
1545,TN,True,181.9859000388533,0.09259259259259259,0.4532376139967536,0.017872169613838196,1.0,0.3333333333333333,0.9548842436862904
6079,TN,True,187.5448999926448,0.09259259259259259,0.9367937280292625,0.042264509946107864,1.0,0.5,0.7016744414252785
8497,TN,True,193.02170001901686,0.09259259259259259,0.8728624997792038,0.0009978758171200752,1.0,0.5,0.7959548178062977
478,TN,True,192.60240020230412,0.09259259259259259,0.5107530431871572,0.023931071162223816,1.0,0.3333333333333333,0.9522831238818213
9165,TN,True,194.59429988637567,0.09259259259259259,0.6817856114657006,0.013378506526350975,1.0,0.5,0.9561267821959102
1631,TN,True,196.1680999957025,0.09259259259259259,0.6264379628671439,0.012928971089422703,1.0,0.5,0.9674309799931444
6752,FP,False,198.6653001513332,0.09259259259259259,0.7759143105768219,0.6745073795318604,1.0,0.6666666666666666,0.6412002934136243
2771,FP,False,203.38320010341704,0.09259259259259259,0.8195493455895938,0.639553427696228,0.8,0.5,0.6240041621048676
4387,FP,False,186.05419993400574,0.09259259259259259,0.9030217923843534,0.5464932322502136,1.0,0.5,0.3642175925815656
7986,FP,False,185.84400019608438,0.09259259259259259,0.7881104853014177,0.6855038404464722,1.0,0.6666666666666666,0.7152333259178322
91,FP,False,185.91090012341738,0.09259259259259259,0.8802284802856306,0.5245895385742188,1.0,0.5,0.3984472728294646
8838,FP,False,194.51119983568788,0.09259259259259259,0.893698382094134,0.4490361213684082,1.0,0.6666666666666666,0.34563270178622135
2376,FP,False,265.33970003947616,0.09259259259259259,0.8273445032874834,0.5313780903816223,1.0,0.5,0.1968573889003023
3349,FP,False,293.12749998643994,0.09259259259259259,0.7575012671820817,0.7055808305740356,1.0,0.6666666666666666,0.7108654055025778
2620,FP,False,193.54050001129508,0.09259259259259259,0.7971279528775849,0.6330001950263977,1.0,0.5,0.39724498682828074
1469,FP,False,184.87330013886094,0.09259259259259259,0.8716668544480433,0.474490761756897,1.0,0.6666666666666666,0.36313320032909946
719,FP,False,322.9052000679076,0.09259259259259259,0.83481230314285,0.5114985704421997,1.0,0.5,0.35859177131282655
5167,FP,False,178.87349985539913,0.09259259259259259,0.7972175074438813,0.607663631439209,1.0,0.5,0.3633667841965114
8351,FP,False,184.3795001041144,0.09259259259259259,0.8520328259929132,0.5121282935142517,1.0,0.5,0.3898698381208659
800,FP,False,180.64469983801246,0.09259259259259259,0.8671346877157927,0.5398924946784973,0.8,0.3333333333333333,0.26064772517638624
2805,FP,False,195.14139997772872,0.09259259259259259,0.8323810259134174,0.5000899434089661,0.8,0.5,0.37716104816957413
5324,FP,False,186.7271000519395,0.09259259259259259,0.811797410083614,0.557620644569397,1.0,0.5,0.41795654352013134
1250,FP,False,187.96539981849492,0.09259259259259259,0.8457738582423908,0.4690138101577759,1.0,0.6666666666666666,0.45648575175726724
8582,FP,False,185.5003999080509,0.09259259259259259,0.8982116307526713,0.8094610571861267,1.0,0.3333333333333333,0.4666076693952808
1283,FP,False,180.98210007883608,0.09259259259259259,0.8373434223298729,0.5508639812469482,1.0,0.5,0.49838650029790915
5708,FP,False,177.0542999729514,0.09259259259259259,0.8736280522019371,0.4965132772922516,1.0,0.6666666666666666,0.6436813908406931
9304,FP,False,188.45599982887506,0.09259259259259259,0.884307378203621,0.506005048751831,0.8,0.3333333333333333,0.37962731644216974
2122,FP,False,183.0319999717176,0.09259259259259259,0.7909926805564853,0.6209577322006226,1.0,0.6666666666666666,0.20369199434558308
7784,FP,False,183.01280005834997,0.09259259259259259,0.7254876975812413,0.7044197916984558,1.0,0.6666666666666666,0.568188503236068
8795,FP,False,182.43549996986985,0.09259259259259259,0.7587475918156495,0.7508160471916199,1.0,0.6666666666666666,0.6437193117072497
1694,FP,False,181.6964999306947,0.09259259259259259,0.8538259892917385,0.4875454008579254,1.0,0.6666666666666666,0.750563743797748
6475,FN,False,183.89520002529025,0.09259259259259259,0.9105304215839563,0.3753645122051239,1.0,0.5,0.391330536381452
1204,FN,False,184.13509987294674,0.09259259259259259,0.8688830671237784,0.3071085512638092,1.0,0.5,0.24864448551038468
6221,FN,False,181.83720018714666,0.09259259259259259,0.8808733154741866,0.3162514865398407,1.0,0.5,0.44123496140718377
1713,FN,False,181.8464999087155,0.09259259259259259,0.9677889044125735,0.2817225456237793,1.0,0.6666666666666666,0.46134744745910744
7627,FN,False,183.09170007705688,0.09259259259259259,0.8786892336534766,0.3335181474685669,1.0,0.5,0.41461849404906836
7309,FN,False,184.83739998191595,0.09259259259259259,0.9225185493150446,0.304934024810791,1.0,0.5,0.4101941401324405
2457,FN,False,179.93230000138283,0.09259259259259259,0.9485152968463656,0.2563566565513611,1.0,0.5,0.3772957626231752
8386,FN,False,195.53299993276596,0.09259259259259259,0.9579732166284353,0.08073487877845764,1.0,0.5,0.6453538005877201
4799,FN,False,199.1220999043435,0.09259259259259259,0.44582795285172977,0.13035979866981506,1.0,0.5,0.9521047695744711
7954,FN,False,194.2034000530839,0.09259259259259259,0.9187607816648337,0.2340642511844635,0.8,0.3333333333333333,0.5791353874170722
2206,FN,False,192.16409977525473,0.09259259259259259,0.8869869965715453,0.29160740971565247,1.0,0.5,0.40868916879525824
2017,FN,False,202.56530004553497,0.09259259259259259,0.8179127925574602,0.42115023732185364,1.0,0.5,0.34193833664985446
821,FN,False,192.9049000609666,0.09259259259259259,0.8964870134489603,0.39227399230003357,1.0,0.5,0.3609164761900846
7888,FN,False,194.42399987019598,0.09259259259259259,0.8943595733929008,0.366729736328125,1.0,0.5,0.48002860888653415
4575,FN,False,190.38540008477867,0.09259259259259259,0.8345843047011099,0.38343843817710876,0.8,0.3333333333333333,0.2872438856318477
9409,FN,False,192.27929995395243,0.09259259259259259,0.9534840637461052,0.054509811103343964,1.0,0.5,0.5572247648720139
7079,FN,False,188.84609988890588,0.09259259259259259,0.848625558118453,0.3589068651199341,1.0,0.5,0.3136737990936681
401,FN,False,195.23940002545714,0.09259259259259259,0.9014105416386916,0.24906861782073975,1.0,0.5,0.49070580782948675
3521,FN,False,186.90799991600215,0.09259259259259259,0.9444830813956746,0.24071282148361206,1.0,0.5,0.5155927333816305
2667,FN,False,195.03089995123446,0.09259259259259259,0.9125848655959206,0.2140859067440033,1.0,0.5,0.35978435477892245
584,FN,False,187.6695998944342,0.09259259259259259,0.42763207931257247,0.0363338440656662,1.0,0.5,0.9354070137392049
7787,FN,False,263.79720005206764,0.09259259259259259,0.8808649576776445,0.41450777649879456,1.0,0.5,0.40493262688675663
5064,FN,False,199.54170007258654,0.09259259259259259,0.8109612817678215,0.2000390738248825,1.0,0.5,0.7298270211600557
2669,FN,False,194.69509995542467,0.09259259259259259,0.6265178317303122,0.13667339086532593,1.0,0.5,0.9489218972418192
5139,FN,False,204.32210015133023,0.09259259259259259,0.9395942892688918,0.35328900814056396,0.8,0.3333333333333333,0.21178807397889687
